,LN_IC50
3919,1.433425
3920,2.310864
3921,6.291074
3922,4.321568
3923,6.192995
3924,-3.963041
3925,3.38332
3926,2.933901
3927,-1.797032
3928,3.711891
3929,4.724225
3930,0.874352
3931,2.460691
3932,7.08225
3933,1.923415
3934,4.208755
3935,5.889699
3936,2.792409
3937,3.7738545
3938,2.25509
3939,3.515286
3940,5.755217
3941,3.172911
3942,1.128721
3943,1.937581
3944,1.132359
3945,1.689853
3946,3.896787
3947,4.55963
3948,3.690638
3949,3.418618
3950,5.345537
3951,5.903682
3952,3.560755
3953,3.511931
3954,3.721554
3955,4.270538
3956,6.65535
3957,5.431949
3958,0.07761
3959,4.072813
3960,3.210739
3961,5.092941
3962,3.044237
3963,5.793804
3964,3.950937
3965,2.132497
3966,2.41576
3967,3.539289
3968,4.263909
3969,5.02184
3970,5.074999
3971,1.548754
3972,5.140471
3973,4.681206
3974,6.40596
3975,-0.717581
3976,-0.216046
3977,-1.945828
3978,1.478554
3979,4.099325
3980,5.761923
3981,4.158944
3982,6.117971
3983,6.279072
3984,6.582597
3985,3.946012
3986,2.431071
3987,4.720992
3988,3.948111
3989,4.000824
3990,5.754063
3991,3.077516
3992,5.796013
3993,3.932731
3994,6.446427
3995,5.137432
3996,3.475834
3997,4.716349
3998,-0.919115
3999,5.886082
4000,6.199099
4001,3.401
4002,4.047899
4003,4.71046
4004,4.71046
4005,5.843431
4006,5.727071
4007,2.271149
4008,3.042973
4009,4.947862
4010,5.743683
4011,0.82605
4012,5.750678
4013,5.750678
4014,4.942236
4015,0.91738
4016,6.962866
4017,5.800699
4018,5.610014
4019,4.406831
4020,0.55677
4021,2.375774
4022,1.943165
4023,3.10497
4024,4.409675
4025,2.63513
4026,3.087684
4027,1.945925
4028,5.960949
4029,5.274645
4030,0.554973
4031,3.99142
4032,4.515247
4033,4.533635
4034,4.3254
4035,6.4271
4036,0.525637
4037,3.712261
4038,2.475086
4039,0.91602
4040,4.844935
4041,4.960858
4042,3.316987
4043,5.880075
4044,5.88662
4045,2.538624
4046,5.210349
4047,2.930238
4048,2.077781
4049,2.522381
4050,2.552142
4051,2.588254
4052,1.27169
4053,3.911177
4054,5.015306
4055,4.518517
4056,1.099829
4057,-0.428873
4058,2.630982
4059,5.878966
4060,5.070302
4061,2.748644
4062,-5.070872
4063,0.493682
4064,-3.359043
4065,6.519985
4066,2.282524
4067,1.542992
4068,4.648093
4069,5.837082
4070,2.144144
4071,6.060209
4072,4.157456
4073,-3.556491
4074,-1.939844
4075,2.442699
4076,3.085057
4077,-0.962093
4078,-2.8448365
4079,3.32113
4080,1.741938
4081,3.953719
4082,-1.92112
4083,5.339129
4084,6.476258
4085,2.617909
4086,5.391236
4087,1.606839
4088,2.382307
4089,2.534685
4090,-4.212172
4091,1.375446
4092,3.853763
4093,5.206408
4094,4.494824
4095,3.402866
4096,3.7499
4097,5.356879
4098,6.059127
4099,2.611328
4100,1.850804
4101,3.606274
4102,2.296637
4103,6.041128
4104,5.471399
4105,4.07208
4106,4.22668
4107,0.375359
4108,5.947287
4109,-1.526289
4110,2.524915
4111,6.096054
4112,5.578407
4113,-0.936537
4114,-0.026002
4115,4.262271
4116,2.892424
4117,5.310718
4118,5.316399
4119,6.502003
4120,2.145506
4121,5.350428
4122,5.237773
4123,4.51609
4124,2.045791
4125,5.094122
4126,4.338463
4127,2.686743
4128,3.585729
4129,4.4687285
4130,3.935053
4131,-3.048994
4132,6.177012
4133,5.131352
4134,2.751395
4135,4.972826
4136,0.555189
4137,6.075401
4138,2.833603
4139,5.050347
4140,-0.492417
4141,3.39055
4142,5.655299
4143,4.187323
4144,5.519081
4145,5.357361
4146,5.357361
4147,0.245922
4148,4.818197
4149,1.489201
4150,5.430545
4151,4.825723
4152,-5.596517
4153,3.789558
4154,2.605824
4155,-2.704624
4156,2.24674
4157,3.491273
4158,3.997374
4159,0.356143
4160,6.982074
4161,0.119027
4162,-1.658076
4163,2.219153
4164,3.268983
4165,1.768989
4166,2.275802
4167,2.92439
4168,1.806694
4169,-3.356056
4170,-0.699368
4171,1.935547
4172,1.986879
4173,1.089826
4174,2.775645
4175,4.673104
4176,5.489472
4177,3.742173
4178,2.105133
4179,4.422333
4180,6.399234
4181,3.26493
4182,-0.169103
4183,2.522892
4184,3.31358
4185,2.953214
4186,4.954338
4187,4.033485
4188,4.984114
4189,4.869134
4190,3.221989
4191,3.875902
4192,5.243485
4193,3.692571
4194,3.950108
4195,1.987916
4196,2.317937
4197,0.969277
4198,5.302047
4199,2.393988
4200,2.892538
4201,1.328654
4202,4.731884
4203,4.152172
4204,3.59761
4205,4.885804
4206,0.230687
4207,3.582858
4208,3.704776
4209,3.943039
4210,4.915402
4211,3.020003
4212,-4.345321
4213,2.123758
4214,0.84632
4215,6.400549
4216,6.400549
4217,3.988195
4218,4.141378
4219,4.868041
4220,3.456952
4221,3.522536
4222,4.911536
4223,5.545475
4224,-0.623604
4225,-0.440842
4226,3.760052
4227,0.177287
4228,0.264815
4229,1.0449985
4230,2.46807
4231,3.461506
4232,2.621405
4233,4.450472
4234,0.894736
4235,5.456366
4236,5.394388
4237,2.258538
4238,5.954965
4239,4.316692
4240,3.5571485
4241,1.619729
4242,2.265505
4243,4.612073
4244,2.707494
4245,3.427893
4246,4.899057
4247,3.285572
4248,3.285572
4249,3.07072
4250,1.917754
4251,4.650811
4252,4.263425
4253,4.239246
4254,1.599925
4255,3.915372
4256,2.713372
4257,4.676725
4258,4.093357
4259,1.293223
4260,5.301937
4261,5.301937
4262,5.356607
4263,3.388857
4264,3.99037
4265,5.280706
4266,-2.31035
4267,4.606409
4268,-0.464779
4269,5.294828
4270,5.301937
4271,5.301937
4272,5.461932
4273,2.548606
4274,2.801694
4275,2.493699
4276,2.961976
4277,2.951087
4278,4.28582
4279,1.881922
4280,5.975731
4281,1.597495
4282,5.280516
4283,3.110945
4284,4.669038
4285,3.817674
4286,2.679385
4287,3.49618
4288,4.743871
4289,2.016589
4290,-0.155366
4291,4.831555
4292,2.697047
4293,1.039303
4294,4.068734
4295,4.764261
4296,1.749912
4297,3.984018
4298,2.148059
4299,4.619796
4300,4.085961
4301,1.978296
4302,5.256804
4303,0.843647
4304,6.400549
4305,6.400549
4306,3.821538
4307,3.118729
4308,-0.912671
4309,3.469329
4310,4.165121
4311,4.489597
4312,4.730039
4313,-0.604388
4314,1.502635
4315,1.993834
4316,4.617908
4317,3.04081
4318,4.752547
4319,-1.056813
4320,2.455175
4321,1.931062
4322,-0.697815
4323,4.876426
4324,3.357808
4325,3.465068
4326,0.713589
4327,6.851184
4328,4.077248
4329,1.617037
4330,5.029532
4331,2.403008
4332,2.5081885
4333,3.010627
4334,2.5977125
4335,3.468263
4336,5.224529
4337,2.631037
4338,-0.90417
4339,1.460825
4340,0.694082
4341,1.748549
4342,4.288294
4343,2.757092
4344,4.364074
4345,4.108726
4346,3.983435
4347,4.445474
4348,4.946747
4349,5.995084
4350,2.857178
4351,3.024242
4352,8.29764
4353,1.792369
4354,3.503614
4355,2.456274
4356,6.842776
4357,6.854596
4358,5.12297
4359,4.429538
4360,7.923469
4361,6.677342
4362,6.879724
4363,4.375656
4364,4.094728
4365,5.387839
4366,6.930476
4367,6.925658
4368,4.367661
4369,5.419222
4370,4.250719
4371,2.337823
4372,7.265819
4373,6.944997
4374,5.417361
4375,0.502213
4376,7.345834
4377,6.200089
4378,3.069879
4379,4.12772
4380,7.227624
4381,1.101057
4382,6.624385
4383,5.746516
4384,4.226288
4385,-2.898562
4386,3.783786
4387,2.703446
4388,8.141783
4389,3.621319
4390,7.472223
4391,3.131997
4392,7.271582
4393,5.193723
4394,6.994293
4395,8.195362
4396,-1.3042415
4397,1.109886
4398,4.470777
4399,0.814668
4400,1.376329
4401,1.798285
4402,5.014417
4403,6.502462
4404,1.081593
4405,5.881125
4406,2.865552
4407,6.900355
4408,6.12183
4409,4.843544
4410,7.289874
4411,2.241124
4412,4.3611555
4413,3.171976
4414,4.606842
4415,7.74636
4416,3.922907
4417,5.451989
4418,7.339168
4419,5.811837
4420,5.563258
4421,4.303439
4422,7.1406
4423,4.597876
4424,5.654591
4425,7.07584
4426,7.134034
4427,6.109338
4428,3.748234
4429,1.402466
4430,6.626914
4431,3.36545
4432,6.825912
4433,6.451634
4434,4.658516
4435,6.439983
4436,7.328274
4437,0.48671
4438,7.195047
4439,1.151998
4440,7.339606
4441,7.339606
4442,7.339606
4443,7.339606
4444,6.179391
4445,4.859908
4446,2.621453
4447,6.320276
4448,5.624124
4449,4.847167
4450,7.073335
4451,1.045633
4452,6.697579
4453,2.019425
4454,6.135053
4455,2.939235
4456,8.02293
4457,3.07738
4458,1.804935
4459,5.335944
4460,6.30835
4461,2.855298
4462,4.728884
4463,2.724022
4464,7.37824
4465,3.719317
4466,0.967831
4467,5.882975
4468,5.573467
4469,4.166754
4470,5.467957
4471,2.664976
4472,5.014343
4473,6.157229
4474,7.38811
4475,6.458995
4476,4.2956
4477,5.851997
4478,7.096832
4479,5.708117
4480,0.268791
4481,5.756598
4482,2.565532
4483,5.8287
4484,6.983286
4485,-0.064264
4486,6.174605
4487,3.485508
4488,7.510264
4489,5.61971
4490,7.425233
4491,-4.707151
4492,5.078744
4493,3.12488
4494,-1.789282
4495,7.176716
4496,5.168031
4497,6.995479
4498,2.41614
4499,9.272279
4500,5.417685
4501,3.761216
4502,5.6044
4503,4.359151
4504,5.108978
4505,5.278004
4506,6.006561
4507,7.237569
4508,4.80836
4509,-0.674945
4510,5.797925
4511,-0.112958
4512,0.240213
4513,5.485018
4514,2.621111
4515,5.879067
4516,5.942055
4517,5.568048
4518,6.104596
4519,5.513979
4520,6.236499
4521,5.810523
4522,5.606331
4523,2.753069
4524,6.269193
4525,1.686935
4526,4.635003
4527,2.803672
4528,2.164984
4529,2.228113
4530,4.963976
4531,3.27607
4532,2.503866
4533,2.469681
4534,2.377464
4535,-1.239871
4536,5.296875
4537,3.46433
4538,-3.501132
4539,6.792708
4540,2.426394
4541,4.487203
4542,-1.187097
4543,3.423089
4544,-1.881366
4545,-2.720132
4546,6.404397
4547,3.005515
4548,3.427325
4549,5.055499
4550,5.087083
4551,5.416242
4552,5.401448
4553,3.422976
4554,4.19523
4555,3.204929
4556,2.561686
4557,3.028461
4558,3.714219
4559,2.495907
4560,2.655754
4561,4.596257
4562,5.343261
4563,4.692084
4564,3.026782
4565,-2.421857
4566,5.725674
4567,5.640076
4568,1.922316
4569,5.868543
4570,4.312837
4571,6.326383
4572,4.982909
4573,2.080946
4574,5.307578
4575,2.871468
4576,5.4097395
4577,5.638378
4578,-0.398522
4579,5.157275
4580,4.854434
4581,0.357175
4582,6.046272
4583,2.621598
4584,4.481777
4585,3.958245
4586,2.668901
4587,2.050649
4588,2.564274
4589,4.011137
4590,4.5205
4591,1.101438
4592,1.233912
4593,0.955468
4594,3.865181
4595,4.338342
4596,-0.315925
4597,3.511866
4598,3.795341
4599,3.027698
4600,4.098994
4601,4.098994
4602,4.015417
4603,0.770257
4604,4.320021
4605,3.745974
4606,3.353597
4607,5.175473
4608,6.052722
4609,4.146216
4610,4.143153
4611,5.309598
4612,5.850917
4613,4.966247
4614,2.867987
4615,3.359829
4616,5.7047
4617,3.444401
4618,3.181772
4619,3.073389
4620,2.106706
4621,2.288687
4622,2.763216
4623,5.39816
4624,0.519844
4625,5.101652
4626,4.258851
4627,2.046713
4628,-0.4737
4629,0.833599
4630,3.832958
4631,1.941447
4632,5.394374
4633,5.818354
4634,2.569853
4635,-6.172317
4636,2.091536
4637,-2.078181
4638,6.636209
4639,2.854146
4640,4.978177
4641,4.594012
4642,5.942063
4643,1.968314
4644,6.021866
4645,7.167011
4646,-2.1052735
4647,-0.019717
4648,-2.786108
4649,1.418196
4650,1.174184
4651,-2.008864
4652,4.90584
4653,4.150464
4654,3.579409
4655,5.487074
4656,-0.563275
4657,6.250768
4658,6.331997
4659,4.223009
4660,4.662338
4661,1.602454
4662,2.393831
4663,4.492224
4664,-3.464735
4665,1.122491
4666,5.481074
4667,5.341947
4668,5.120772
4669,4.315106
4670,3.774089
4671,5.591079
4672,5.303413
4673,5.794378
4674,4.35272
4675,4.696563
4676,3.362269
4677,3.672958
4678,2.217066
4679,4.715382
4680,2.454564
4681,5.803198
4682,6.882867
4683,6.06846
4684,5.376742
4685,6.076942
4686,-2.249847
4687,5.725349
4688,-1.981215
4689,3.96796
4690,5.395734
4691,5.353225
4692,1.777603
4693,0.61953
4694,4.572902
4695,1.663228
4696,6.707913
4697,5.480025
4698,-0.026617
4699,6.628136
4700,3.89831
4701,5.98943
4702,3.109241
4703,6.329061
4704,4.617927
4705,2.977389
4706,5.368398
4707,6.37254
4708,3.692368
4709,2.856725
4710,4.178298
4711,6.478638
4712,5.882901
4713,-3.066132
4714,5.071428
4715,5.655676
4716,2.536627
4717,4.356633
4718,1.641309
4719,5.526592
4720,5.93828
4721,2.77583
4722,5.918882
4723,0.328966
4724,5.622753
4725,4.935365
4726,3.192351
4727,-1.112519
4728,4.642447
4729,4.059433
4730,5.676367
4731,5.496768
4732,0.312088
4733,3.970892
4734,3.825385
4735,6.773728
4736,5.005159
4737,6.337353
4738,-4.420825
4739,3.184979
4740,5.186547
4741,-3.01584
4742,3.632806
4743,4.609376
4744,3.629126
4745,2.281301
4746,8.01232
4747,1.527264
4748,-0.166488
4749,4.006907
4750,4.596732
4751,4.945727
4752,2.150184
4753,4.410324
4754,3.697112
4755,3.84671
4756,-0.541191
4757,0.823931
4758,-3.693089
4759,2.55033
4760,5.912462
4761,1.990916
4762,1.064096
4763,3.13289
4764,5.796599
4765,5.572835
4766,4.071266
4767,2.653777
4768,3.593883
4769,3.748613
4770,5.3729
4771,-0.409071
4772,-1.201622
4773,0.326535
4774,1.488729
4775,5.326131
4776,3.630475
4777,2.181936
4778,2.795245
4779,5.925675
4780,1.538523
4781,4.428513
4782,0.68837
4783,2.132751
4784,5.253595
4785,4.32521
4786,1.932766
4787,-0.438256
4788,2.877698
4789,2.933456
4790,1.876395
4791,2.355766
4792,-1.048837
4793,4.836837
4794,2.283495
4795,1.017821
4796,0.936632
4797,-0.272115
4798,1.368791
4799,1.839728
4800,5.037677
4801,3.927316
4802,1.048409
4803,-5.553825
4804,0.245691
4805,-1.283605
4806,6.24607
4807,1.684791
4808,5.689933
4809,2.69044
4810,4.579655
4811,2.523468
4812,4.860434
4813,4.080762
4814,-4.682125
4815,-2.381801
4816,-2.946468
4817,2.149647
4818,-1.006987
4819,-1.5748545
4820,4.610864
4821,3.728022
4822,2.553148
4823,4.240598
4824,-0.913339
4825,4.266843
4826,5.185156
4827,0.325909
4828,6.172489
4829,0.369599
4830,3.242822
4831,0.771373
4832,1.653134
4833,-1.026198
4834,3.955027
4835,5.546156
4836,3.578646
4837,3.459528
4838,1.777828
4839,4.104119
4840,3.753209
4841,4.467856
4842,2.38137
4843,2.62411
4844,3.993548
4845,2.695796
4846,2.76246
4847,4.64051
4848,0.73339
4849,5.275893
4850,4.97144
4851,5.156737
4852,2.042423
4853,2.91609
4854,-3.166615
4855,5.595705
4856,-1.173396
4857,3.912666
4858,5.747173
4859,4.45122
4860,2.441934
4861,0.835457
4862,3.380443
4863,5.108756
4864,5.082262
4865,4.717166
4866,-0.44412
4867,6.330025
4868,2.284125
4869,5.092034
4870,3.201106
4871,5.873984
4872,1.369019
4873,1.930425
4874,3.797132
4875,4.150267
4876,0.813208
4877,-1.258791
4878,3.870823
4879,3.93311
4880,1.586406
4881,-1.878582
4882,4.533692
4883,4.79216
4884,-0.282167
4885,4.505466
4886,1.337022
4887,4.028576
4888,5.604451
4889,-1.47758
4890,3.163949
4891,1.225679
4892,3.148986
4893,3.099031
4894,4.532374
4895,-1.955194
4896,5.165604
4897,2.968176
4898,5.597296
4899,4.732026
4900,1.624689
4901,-0.025162
4902,1.837177
4903,4.79581
4904,2.309623
4905,3.497821
4906,-3.473357
4907,3.655699
4908,2.915876
4909,-3.697293
4910,3.642637
4911,3.867856
4912,-0.215619
4913,0.201464
4914,6.668187
4915,0.707561
4916,1.548616
4917,4.075713
4918,-1.676041
4919,2.6669745
4920,2.873033
4921,2.1180065
4922,4.915309
4923,4.870132
4924,3.071512
4925,-2.452579
4926,-1.705823
4927,2.525806
4928,0.990383
4929,2.519042
4930,-2.266931
4931,1.960568
4932,4.62606
4933,3.88785
4934,3.827078
4935,2.79103
4936,3.245906
4937,3.000523
4938,3.514802
4939,5.842551
4940,3.037086
4941,2.786805
4942,0.702904
4943,2.156653
4944,2.207138
4945,4.658377
4946,1.332468
4947,1.764658
4948,1.920478
4949,1.70841
4950,2.736413
4951,2.545968
4952,3.286812
4953,-1.567078
4954,5.274307
4955,3.193581
4956,3.986061
4957,-2.601236
4958,0.463836
4959,-3.265108
4960,1.379883
4961,2.273648
4962,3.269035
4963,2.044384
4964,3.558518
4965,4.729737
4966,4.287951
4967,4.042629
4968,2.429505
4969,2.751499
4970,2.179764
4971,2.069696
4972,2.23816
4973,1.897945
4974,2.654722
4975,2.121273
4976,4.588135
4977,4.243308
4978,3.193834
4979,3.404034
4980,-4.174909
4981,4.702844
4982,3.721593
4983,2.402195
4984,3.862942
4985,4.715955
4986,5.360299
4987,3.83618
4988,1.215239
4989,3.912006
4990,1.993545
4991,3.681526
4992,-1.675116
4993,2.702876
4994,2.800132
4995,0.269588
4996,2.904034
4997,2.599194
4998,3.452131
4999,3.790124
5000,-0.445841
5001,3.521939
5002,-1.97014
5003,1.46395
5004,3.487499
5005,1.600248
5006,-0.048816
5007,1.273281
5008,1.089263
5009,3.515657
5010,1.170111
5011,3.046247
5012,1.614863
5013,4.697858
5014,3.134501
5015,4.349048
5016,3.212834
5017,4.820014
5018,1.94857
5019,1.778932
5020,4.484586
5021,3.715467
5022,3.084736
5023,3.453741
5024,4.140175
5025,1.466892
5026,2.081415
5027,1.717283
5028,5.144596
5029,3.864643
5030,2.052742
5031,1.92485
5032,2.803194
5033,1.502971
5034,2.775618
5035,2.078823
5036,1.663612
5037,2.691684
5038,1.619506
5039,-0.491168
5040,3.784417
5041,4.156058
5042,2.437485
5043,2.068188
5044,-5.363841
5045,0.753029
5046,-3.017332
5047,5.832545
5048,1.728198
5049,2.001227
5050,2.593619
5051,4.70209
5052,3.139074
5053,4.461031
5054,3.665742
5055,-4.739314
5056,-1.414421
5057,-5.652054
5058,1.303896
5059,0.479395
5060,-3.505513
5061,1.526891
5062,2.74929
5063,2.755654
5064,-2.4843
5065,4.146943
5066,5.098434
5067,1.533625
5068,5.473709
5069,1.417086
5070,2.511612
5071,1.842071
5072,2.932379
5073,-3.247206
5074,1.508636
5075,2.873022
5076,4.335641
5077,3.961689
5078,2.494462
5079,4.022572
5080,4.517634
5081,3.408577
5082,4.817045
5083,2.838534
5084,1.872904
5085,2.318072
5086,2.54104
5087,4.812588
5088,4.536222
5089,2.990034
5090,2.904811
5091,4.817603
5092,-3.808405
5093,4.657363
5094,-1.718987
5095,3.039515
5096,4.76548
5097,4.185242
5098,-0.174453
5099,0.729668
5100,3.209333
5101,2.627007
5102,3.855979
5103,3.867078
5104,2.326827
5105,4.964167
5106,2.072544
5107,3.736908
5108,4.463131
5109,3.388574
5110,1.278311
5111,3.416366
5112,4.047264
5113,1.236052
5114,2.616084
5115,4.817628
5116,-4.409143
5117,3.060751
5118,3.723133
5119,1.401301
5120,3.388746
5121,-1.323325
5122,4.386825
5123,1.806656
5124,4.34407
5125,-1.493884
5126,2.984592
5127,3.234257
5128,2.309066
5129,-1.588425
5130,4.005598
5131,4.687358
5132,0.091072
5133,4.822787
5134,2.452348
5135,4.041278
5136,5.399027
5137,-5.866124
5138,2.655808
5139,2.356168
5140,-5.100915
5141,3.230765
5142,3.026163
5143,2.773171
5144,-0.875925
5145,5.314145
5146,-0.972586
5147,-0.290219
5148,1.793413
5149,1.5354215
5150,0.70224
5151,2.762456
5152,3.398351
5153,1.099016
5154,-5.011384
5155,-3.561737
5156,-4.02314
5157,1.039217
5158,2.356425
5159,1.334411
5160,2.693786
5161,3.289678
5162,2.628122
5163,3.039281
5164,4.780524
5165,4.780524
5166,1.356436
5167,2.879478
5168,6.835649
5169,2.632674
5170,2.636548
5171,3.691317
5172,3.43415
5173,4.257293
5174,3.713659
5175,3.657018
5176,5.734974
5177,5.358958
5178,3.936888
5179,2.313639
5180,3.415714
5181,6.249621
5182,5.56679
5183,5.380182
5184,3.754927
5185,2.228483
5186,3.762475
5187,3.911014
5188,3.181054
5189,2.412973
5190,4.817817
5191,2.009734
5192,0.959782
5193,4.346603
5194,5.522511
5195,3.512257
5196,2.670895
5197,-5.445438
5198,0.831508
5199,-0.817971
5200,6.599287
5201,2.304899
5202,5.37228
5203,4.506284
5204,5.286192
5205,1.864459
5206,5.623457
5207,4.227137
5208,-3.292081
5209,-0.289175
5210,3.271224
5211,-2.997869
5212,-0.08018
5213,-3.59124
5214,3.63276
5215,2.084063
5216,4.142056
5217,-1.387836
5218,5.691961
5219,6.148046
5220,2.782366
5221,4.618174
5222,3.078554
5223,4.251285
5224,3.39376
5225,4.101245
5226,-0.08467
5227,1.420612
5228,4.100632
5229,5.38683
5230,3.884322
5231,3.671409
5232,5.360349
5233,4.33541
5234,4.33541
5235,5.352155
5236,5.929995
5237,4.896418
5238,3.950113
5239,3.321412
5240,5.237167
5241,5.980827
5242,5.299954
5243,3.171372
5244,4.226185
5245,5.849485
5246,-2.119821
5247,5.233464
5248,-2.084528
5249,3.843161
5250,5.981463
5251,5.369077
5252,1.567585
5253,1.151908
5254,4.756002
5255,3.353057
5256,5.234812
5257,4.531847
5258,-0.271054
5259,6.297625
5260,4.897744
5261,5.808009
5262,4.611936
5263,2.760463
5264,1.07806
5265,2.278161
5266,3.706178
5267,5.453514
5268,2.113035
5269,4.784266
5270,6.113794
5271,4.209811
5272,-3.106662
5273,5.974207
5274,5.037387
5275,-0.704718
5276,4.81262
5277,0.046706
5278,5.771729
5279,3.884317
5280,4.105965
5281,-0.186909
5282,6.822997
5283,4.936395
5284,5.158152
5285,-0.262483
5286,4.341924
5287,4.803676
5288,-0.262239
5289,5.377582
5290,1.671587
5291,2.467191
5292,3.594291
5293,-4.294556
5294,3.794188
5295,2.218189
5296,-4.171428
5297,3.360713
5298,3.649378
5299,5.966765
5300,0.727279
5301,6.738002
5302,1.419487
5303,2.291528
5304,-0.399326
5305,2.626213
5306,3.211156
5307,4.250821
5308,5.183242
5309,2.582802
5310,-4.551296
5311,-2.004385
5312,-2.972935
5313,2.08421
5314,2.60947
5315,2.12161
5316,2.674659
5317,3.494158
5318,4.06775
5319,3.435902
5320,5.800637
5321,1.509989
5322,4.214859
5323,5.850866
5324,2.174446
5325,5.979963
5326,3.197631
5327,1.186219
5328,5.592151
5329,5.429678
5330,4.184968
5331,3.50226
5332,6.353081
5333,4.546293
5334,2.226337
5335,3.222726
5336,6.239463
5337,5.179546
5338,2.836317
5339,3.219803
5340,4.390322
5341,-0.192023
5342,2.391661
5343,4.438604
5344,2.391109
5345,6.348816
5346,2.656151
5347,0.885035
5348,2.887065
5349,4.232567
5350,5.597354
5351,1.972854
5352,-4.479964
5353,0.488712
5354,-0.916833
5355,6.782548
5356,3.909165
5357,3.709144
5358,4.844622
5359,5.592635
5360,4.526656
5361,6.352799
5362,4.055811
5363,-1.878239
5364,1.633467
5365,1.499896
5366,-1.91476
5367,-0.189178
5368,4.344336
5369,2.745641
5370,4.69971
5371,-1.30724
5372,6.213342
5373,5.769769
5374,2.867717
5375,6.65879
5376,2.577002
5377,2.674232
5378,4.082947
5379,4.301784
5380,0.00357
5381,3.707248
5382,4.948435
5383,3.695514
5384,3.503997
5385,4.589773
5386,2.590756
5387,5.820176
5388,6.224862
5389,2.01798
5390,4.89433
5391,3.061676
5392,6.073699
5393,5.98588
5394,5.972599
5395,3.920957
5396,4.359192
5397,3.759528
5398,0.273295
5399,6.344598
5400,-1.235334
5401,4.404144
5402,5.991962
5403,8.526146
5404,3.387053
5405,2.658683
5406,3.623164
5407,5.154049
5408,4.522519
5409,5.619179
5410,3.414344
5411,5.928003
5412,5.319879
5413,5.255664
5414,2.536763
5415,2.560406
5416,1.610328
5417,5.337787
5418,4.729194
5419,1.108349
5420,-0.026102
5421,5.599959
5422,2.47842
5423,-0.739614
5424,5.144483
5425,5.228996
5426,2.415268
5427,4.730167
5428,2.573181
5429,6.02648
5430,1.615242
5431,4.300195
5432,0.839325
5433,6.404404
5434,4.561505
5435,4.642941
5436,-2.093394
5437,5.551376
5438,6.176629
5439,-0.054221
5440,5.501782
5441,2.738886
5442,4.853011
5443,5.826077
5444,-4.630361
5445,3.920385
5446,3.326973
5447,-0.928173
5448,4.146432
5449,2.465347
5450,1.607007
5451,2.943348
5452,7.122729
5453,0.91034
5454,3.387978
5455,1.703048
5456,1.85064
5457,1.8971195
5458,5.375024
5459,4.360197
5460,1.854058
5461,-1.593394
5462,1.989255
5463,0.128134
5464,1.597441
5465,5.059751
5466,3.185873
5467,3.696321
5468,3.696321
5469,3.105006
5470,4.378854
5471,3.559796
5472,6.22276
5473,3.591121
5474,4.625168
5475,8.353894
5476,3.912417
5477,3.854296
5478,4.098911
5479,4.297546
5480,5.741515
5481,6.283934
5482,5.985301
5483,6.385804
5484,4.475528
5485,4.648567
5486,6.486591
5487,5.452272
5488,5.828006
5489,2.270719
5490,4.235826
5491,3.457204
5492,5.083013
5493,6.486776
5494,6.511986
5495,2.120291
5496,0.24875
5497,3.95993
5498,4.31837
5499,4.822236
5500,3.223477
5501,-3.995027
5502,3.953938
5503,2.60138
5504,3.431097
5505,6.142723
5506,5.152296
5507,4.80897
5508,4.870934
5509,4.509561
5510,-2.033225
5511,1.827151
5512,-3.257789
5513,4.660277
5514,-0.946044
5515,1.735322
5516,5.542026
5517,6.790533
5518,1.747734
5519,2.841387
5520,3.430038
5521,2.027909
5522,5.48112
5523,3.084721
5524,4.27154
5525,4.748063
5526,4.202865
5527,4.679795
5528,6.106077
5529,6.463721
5530,3.282004
5531,3.373985
5532,6.764294
5533,4.311655
5534,4.38531
5535,4.905562
5536,5.559022
5537,-0.994564
5538,-0.511012
5539,5.153419
5540,6.441058
5541,8.802218
5542,1.251995
5543,4.677569
5544,4.058432
5545,1.546151
5546,4.015526
5547,6.16375
5548,7.030385
5549,4.975454
5550,1.979829
5551,4.849354
5552,1.71255
5553,6.903568
5554,6.844997
5555,0.992302
5556,5.674607
5557,1.699499
5558,4.54761
5559,3.570568
5560,3.570568
5561,4.886312
5562,4.274442
5563,7.710953
5564,4.538251
5565,-1.10397
5566,5.678071
5567,4.324327
5568,4.512598
5569,4.581676
5570,6.053944
5571,-6.445536
5572,4.14897
5573,-0.622241
5574,5.891519
5575,3.194432
5576,5.931318
5577,1.651109
5578,7.518123
5579,1.878393
5580,3.095639
5581,4.703131
5582,3.022466
5583,0.396547
5584,1.120152
5585,2.688563
5586,6.056548
5587,2.460296
5588,4.824895
5589,5.809672
5590,4.625108
5591,4.476761
5592,3.391703
5593,3.812149
5594,2.175685
5595,0.876162
5596,1.448117
5597,4.804639
5598,3.229746
5599,3.11498
5600,2.117469
5601,6.121072
5602,3.849199
5603,1.642576
5604,4.269169
5605,3.637832
5606,3.915763
5607,1.993102
5608,1.257895
5609,2.611874
5610,1.95221
5611,2.0633
5612,1.886564
5613,2.10894
5614,6.031405
5615,3.566601
5616,0.639448
5617,-1.220664
5618,2.928778
5619,4.900991
5620,2.862126
5621,0.375521
5622,-4.160165
5623,-4.076752
5624,1.243193
5625,-0.374586
5626,6.872998
5627,1.799443
5628,4.689168
5629,1.139166
5630,5.814716
5631,2.900842
5632,4.793005
5633,3.735628
5634,-0.937106
5635,3.146584
5636,0.007781
5637,-3.663037
5638,-3.9564545
5639,2.240334
5640,1.440903
5641,1.988067
